order,created_at,cancelled_at,total,customer,city,cancelled,city_group,order_date,order_month
#1367,2026-06-05 16:46:35+00:00,2026-06-05T20:01:34Z,3145.0,CUST-0324,Sahiwal,True,Other,2026-06-05,2026-06-01
#1368,2026-06-05 16:49:02+00:00,,6645.0,CUST-0324,Sahiwal,False,Other,2026-06-05,2026-06-01
#1369,2026-06-05 18:28:50+00:00,,4200.0,CUST-0162,Islamabad,False,Islamabad,2026-06-05,2026-06-01
#1370,2026-06-06 06:06:21+00:00,,4200.0,CUST-0268,Lahore,False,Lahore,2026-06-06,2026-06-01
#1371,2026-06-06 09:22:42+00:00,,3950.0,CUST-0325,Lahore,False,Lahore,2026-06-06,2026-06-01
#1372,2026-06-06 10:43:43+00:00,,6138.12,CUST-0326,Faisalabad,False,Faisalabad,2026-06-06,2026-06-01
#1373,2026-06-06 10:54:54+00:00,,3950.0,CUST-0327,Multan,False,Multan,2026-06-06,2026-06-01
#1374,2026-06-06 13:23:35+00:00,,3950.0,CUST-0328,Lahore,False,Lahore,2026-06-06,2026-06-01
#1375,2026-06-06 13:38:33+00:00,,3140.0,CUST-0267,Karachi,False,Karachi,2026-06-06,2026-06-01
#1376,2026-06-06 15:54:08+00:00,,3650.0,CUST-0329,Lahore,False,Lahore,2026-06-06,2026-06-01
#1377,2026-06-06 17:22:19+00:00,,3140.0,CUST-0330,Islamabad,False,Islamabad,2026-06-06,2026-06-01
#1378,2026-06-06 18:13:11+00:00,,3650.0,CUST-0331,Thatta,False,Other,2026-06-06,2026-06-01
#1379,2026-06-06 19:26:02+00:00,,3649.0,CUST-0332,Faisalabad,False,Faisalabad,2026-06-06,2026-06-01
#1380,2026-06-06 19:39:35+00:00,,3650.0,CUST-0189,Karachi,False,Karachi,2026-06-06,2026-06-01
#1381,2026-06-06 23:39:40+00:00,,3145.0,CUST-0021,Lahore,False,Lahore,2026-06-06,2026-06-01
#1382,2026-06-06 23:53:46+00:00,2026-06-08T05:10:19Z,3145.0,CUST-0333,Lahore,True,Lahore,2026-06-06,2026-06-01
#1383,2026-06-07 08:16:02+00:00,,8629.12,CUST-0334,Islamabad,False,Islamabad,2026-06-07,2026-06-01
#1384,2026-06-07 08:18:33+00:00,,5634.12,CUST-0335,Nawabshah,False,Other,2026-06-07,2026-06-01
#1385,2026-06-07 08:47:26+00:00,,4200.0,CUST-0336,Multan,False,Multan,2026-06-07,2026-06-01
#1386,2026-06-07 10:17:59+00:00,,2999.0,CUST-0309,Lahore,False,Lahore,2026-06-07,2026-06-01
#1387,2026-06-07 11:07:12+00:00,,9434.12,CUST-0337,Karachi,False,Karachi,2026-06-07,2026-06-01
#1388,2026-06-07 11:30:22+00:00,,6439.12,CUST-0338,Gujranwala,False,Gujranwala,2026-06-07,2026-06-01
#1389,2026-06-07 12:24:54+00:00,,3145.0,CUST-0339,Karachi,False,Karachi,2026-06-07,2026-06-01
#1390,2026-06-07 14:53:25+00:00,,3145.0,CUST-0340,Mianwali,False,Other,2026-06-07,2026-06-01
#1391,2026-06-07 16:19:12+00:00,,6795.0,CUST-0341,Rawalpindi,False,Rawalpindi,2026-06-07,2026-06-01
#1392,2026-06-08 06:00:00+00:00,,3649.0,CUST-0342,Islamabad,False,Islamabad,2026-06-08,2026-06-01
#1393,2026-06-08 07:55:31+00:00,,6859.02,CUST-0343,Tandojam,False,Other,2026-06-08,2026-06-01
#1394,2026-06-08 08:13:56+00:00,,4425.0,CUST-0344,Lahore,False,Lahore,2026-06-08,2026-06-01
#1395,2026-06-08 08:56:16+00:00,,4425.0,CUST-0345,Raiwind,False,Other,2026-06-08,2026-06-01
#1396,2026-06-08 14:15:00+00:00,,3950.0,CUST-0346,Lahore,False,Lahore,2026-06-08,2026-06-01
#1397,2026-06-08 16:41:00+00:00,,2789.12,CUST-0347,Karachi,False,Karachi,2026-06-08,2026-06-01
#1398,2026-06-08 16:54:04+00:00,,5634.12,CUST-0348,Lahore,False,Lahore,2026-06-08,2026-06-01
#1399,2026-06-08 17:14:16+00:00,,5634.12,CUST-0349,Lahore,False,Lahore,2026-06-08,2026-06-01
#1400,2026-06-08 18:26:44+00:00,,2789.12,CUST-0350,Bahawalpur,False,Other,2026-06-08,2026-06-01
#1401,2026-06-08 19:50:00+00:00,,2789.12,CUST-0327,Multan,False,Multan,2026-06-08,2026-06-01
#1402,2026-06-08 20:23:43+00:00,,3650.0,CUST-0351,Hafizabad,False,Other,2026-06-08,2026-06-01
#1403,2026-06-09 06:59:09+00:00,,3145.0,CUST-0352,Muzaffargarh,False,Other,2026-06-09,2026-06-01
#1404,2026-06-09 08:34:29+00:00,,3145.0,CUST-0353,Lahore,False,Lahore,2026-06-09,2026-06-01
#1405,2026-06-09 08:43:57+00:00,,3145.0,CUST-0354,Lahore,False,Lahore,2026-06-09,2026-06-01
#1406,2026-06-09 13:19:15+00:00,,3145.0,CUST-0355,Lahore,False,Lahore,2026-06-09,2026-06-01
#1407,2026-06-09 17:03:13+00:00,,3145.0,CUST-0356,Karachi,False,Karachi,2026-06-09,2026-06-01
#1408,2026-06-09 17:22:48+00:00,,3649.0,CUST-0357,Karachi,False,Karachi,2026-06-09,2026-06-01
#1409,2026-06-09 18:25:42+00:00,,9785.0,CUST-0358,Islamabad,False,Islamabad,2026-06-09,2026-06-01
#1410,2026-06-09 21:11:09+00:00,,3950.0,CUST-0359,Islamabad,False,Islamabad,2026-06-09,2026-06-01
#1411,2026-06-09 22:19:49+00:00,,5850.0,CUST-0360,Lahore,False,Lahore,2026-06-09,2026-06-01
#1412,2026-06-10 02:08:21+00:00,,4275.0,CUST-0361,Islamabad,False,Islamabad,2026-06-10,2026-06-01
#1413,2026-06-10 06:01:25+00:00,,3950.0,CUST-0362,Islamabad,False,Islamabad,2026-06-10,2026-06-01
#1414,2026-06-10 08:10:44+00:00,,8075.0,CUST-0363,Lahore,False,Lahore,2026-06-10,2026-06-01
#1415,2026-06-10 08:31:39+00:00,,9434.12,CUST-0364,Islamabad,False,Islamabad,2026-06-10,2026-06-01
#1416,2026-06-10 09:54:50+00:00,,7850.0,CUST-0365,Karachi,False,Karachi,2026-06-10,2026-06-01
#1417,2026-06-10 12:18:44+00:00,,3950.0,CUST-0327,Multan,False,Multan,2026-06-10,2026-06-01
#1418,2026-06-10 15:47:56+00:00,,3145.0,CUST-0366,Lahore,False,Lahore,2026-06-10,2026-06-01
#1419,2026-06-10 16:12:26+00:00,,3650.0,CUST-0367,Islamabad,False,Islamabad,2026-06-10,2026-06-01
#1420,2026-06-10 16:28:51+00:00,,3145.0,CUST-0368,Lahore,False,Lahore,2026-06-10,2026-06-01
#1421,2026-06-10 18:35:17+00:00,,3145.0,CUST-0369,Karachi,False,Karachi,2026-06-10,2026-06-01
#1422,2026-06-10 20:33:37+00:00,,3650.0,CUST-0370,Gujranwala,False,Gujranwala,2026-06-10,2026-06-01
#1423,2026-06-10 20:52:27+00:00,,4275.0,CUST-0371,Karachi,False,Karachi,2026-06-10,2026-06-01
#1424,2026-06-10 23:37:19+00:00,,3950.0,CUST-0240,Lahore,False,Lahore,2026-06-10,2026-06-01
#1425,2026-06-11 02:16:28+00:00,,3649.0,CUST-0372,Karachi,False,Karachi,2026-06-11,2026-06-01
#1426,2026-06-11 13:33:36+00:00,2026-06-15T10:49:06Z,4200.0,CUST-0373,Other (Punjab),True,Other,2026-06-11,2026-06-01
#1427,2026-06-11 13:34:44+00:00,,9989.0,CUST-0374,Narowal,False,Other,2026-06-11,2026-06-01
#1428,2026-06-11 14:01:29+00:00,,2789.12,CUST-0375,Karachi,False,Karachi,2026-06-11,2026-06-01
#1429,2026-06-11 17:15:10+00:00,,4400.0,CUST-0376,Karachi,False,Karachi,2026-06-11,2026-06-01
#1430,2026-06-11 17:50:34+00:00,,11550.0,CUST-0377,Naudero,False,Other,2026-06-11,2026-06-01
#1431,2026-06-11 18:45:28+00:00,,4050.0,CUST-0378,Multan,False,Multan,2026-06-11,2026-06-01
#1432,2026-06-11 19:06:19+00:00,,3145.0,CUST-0379,Hyderabad,False,Hyderabad,2026-06-11,2026-06-01
#1433,2026-06-11 21:52:42+00:00,,6439.12,CUST-0380,Islamabad,False,Islamabad,2026-06-11,2026-06-01
#1434,2026-06-12 06:38:10+00:00,,4050.0,CUST-0381,Islamabad,False,Islamabad,2026-06-12,2026-06-01
#1435,2026-06-12 07:03:28+00:00,,3950.0,CUST-0382,Islamabad,False,Islamabad,2026-06-12,2026-06-01
#1436,2026-06-12 07:06:08+00:00,,4200.0,CUST-0383,Lahore,False,Lahore,2026-06-12,2026-06-01
#1437,2026-06-12 10:09:00+00:00,,3650.0,CUST-0384,Karachi,False,Karachi,2026-06-12,2026-06-01
#1438,2026-06-12 11:17:01+00:00,2026-06-15T14:49:35Z,5634.12,CUST-0177,Gujranwala,True,Gujranwala,2026-06-12,2026-06-01
#1439,2026-06-12 12:12:19+00:00,,3950.0,CUST-0385,Karachi,False,Karachi,2026-06-12,2026-06-01
#1440,2026-06-12 15:36:41+00:00,,3650.0,CUST-0386,Lahore,False,Lahore,2026-06-12,2026-06-01
#1441,2026-06-12 18:54:20+00:00,,3145.0,CUST-0387,Sahiwal,False,Other,2026-06-12,2026-06-01
#1442,2026-06-12 21:42:46+00:00,,3950.0,CUST-0388,Karachi,False,Karachi,2026-06-12,2026-06-01
#1443,2026-06-12 22:58:09+00:00,,2350.0,CUST-0389,Bahawalpur,False,Other,2026-06-12,2026-06-01
#1444,2026-06-13 02:56:52+00:00,,3145.0,CUST-0390,Lahore,False,Lahore,2026-06-13,2026-06-01
#1445,2026-06-13 09:01:18+00:00,,3145.0,CUST-0391,Lahore,False,Lahore,2026-06-13,2026-06-01
#1446,2026-06-13 12:51:02+00:00,,3650.0,CUST-0392,Abbottabad,False,Other,2026-06-13,2026-06-01
#1447,2026-06-13 13:12:32+00:00,,3145.0,CUST-0393,Lahore,False,Lahore,2026-06-13,2026-06-01
#1448,2026-06-13 15:47:18+00:00,,3145.0,CUST-0394,Islamabad,False,Islamabad,2026-06-13,2026-06-01
#1449,2026-06-13 16:26:00+00:00,,3950.0,CUST-0395,Karachi,False,Karachi,2026-06-13,2026-06-01
#1450,2026-06-13 16:43:59+00:00,,3650.0,CUST-0396,Lahore,False,Lahore,2026-06-13,2026-06-01
#1451,2026-06-13 16:53:16+00:00,,3140.0,CUST-0397,Rawalpindi,False,Rawalpindi,2026-06-13,2026-06-01
#1452,2026-06-13 18:57:10+00:00,,3145.0,CUST-0398,Sujawal,False,Other,2026-06-13,2026-06-01
#1453,2026-06-13 20:28:30+00:00,,3650.0,CUST-0260,Lahore,False,Lahore,2026-06-13,2026-06-01
#1454,2026-06-13 20:52:17+00:00,,3950.0,CUST-0399,Gujranwala,False,Gujranwala,2026-06-13,2026-06-01
#1455,2026-06-14 00:51:25+00:00,,3650.0,CUST-0125,Karachi,False,Karachi,2026-06-14,2026-06-01
#1456,2026-06-14 04:52:09+00:00,,3650.0,CUST-0400,Jand,False,Other,2026-06-14,2026-06-01
#1457,2026-06-14 07:39:37+00:00,,14793.0,CUST-0401,Karachi,False,Karachi,2026-06-14,2026-06-01
#1458,2026-06-14 13:32:36+00:00,,3145.0,CUST-0402,Lahore,False,Lahore,2026-06-14,2026-06-01
#1459,2026-06-14 13:48:26+00:00,,3650.0,CUST-0351,Hafizabad,False,Other,2026-06-14,2026-06-01
#1460,2026-06-14 15:57:35+00:00,,3145.0,CUST-0094,Islamabad,False,Islamabad,2026-06-14,2026-06-01
#1461,2026-06-14 17:24:19+00:00,,3650.0,CUST-0403,Faisalabad,False,Faisalabad,2026-06-14,2026-06-01
#1462,2026-06-14 18:34:57+00:00,,3145.0,CUST-0404,Karachi,False,Karachi,2026-06-14,2026-06-01
#1463,2026-06-14 18:51:10+00:00,,6000.0,CUST-0405,Karachi,False,Karachi,2026-06-14,2026-06-01
#1464,2026-06-14 20:30:26+00:00,,3950.0,CUST-0240,Lahore,False,Lahore,2026-06-14,2026-06-01
#1465,2026-06-15 08:00:30+00:00,,3649.0,CUST-0406,Islamabad,False,Islamabad,2026-06-15,2026-06-01
#1466,2026-06-15 08:26:36+00:00,,3650.0,CUST-0407,Islamabad,False,Islamabad,2026-06-15,2026-06-01
#1467,2026-06-15 10:52:25+00:00,,3145.0,CUST-0408,Islamabad,False,Islamabad,2026-06-15,2026-06-01
#1468,2026-06-15 11:09:09+00:00,,3949.05,CUST-0409,Karachi,False,Karachi,2026-06-15,2026-06-01
#1469,2026-06-15 11:29:47+00:00,,3949.05,CUST-0410,Karachi,False,Karachi,2026-06-15,2026-06-01
#1470,2026-06-15 11:52:41+00:00,,11299.0,CUST-0225,Lahore,False,Lahore,2026-06-15,2026-06-01
#1471,2026-06-15 14:10:56+00:00,,3649.0,CUST-0411,Hyderabad,False,Hyderabad,2026-06-15,2026-06-01
#1472,2026-06-15 16:25:27+00:00,,3650.0,CUST-0412,Islamabad,False,Islamabad,2026-06-15,2026-06-01
#1473,2026-06-15 18:50:23+00:00,,3950.0,CUST-0413,Karachi,False,Karachi,2026-06-15,2026-06-01
#1474,2026-06-15 19:04:45+00:00,,3950.0,CUST-0414,Mananwala,False,Other,2026-06-15,2026-06-01
#1475,2026-06-15 19:19:27+00:00,,3650.0,CUST-0415,Lahore,False,Lahore,2026-06-15,2026-06-01
#1476,2026-06-15 20:42:24+00:00,,2789.12,CUST-0416,Lahore,False,Lahore,2026-06-15,2026-06-01
#1477,2026-06-15 23:44:50+00:00,,3950.0,CUST-0417,Lahore,False,Lahore,2026-06-15,2026-06-01
#1478,2026-06-16 08:20:37+00:00,,5634.12,CUST-0418,Islamabad,False,Islamabad,2026-06-16,2026-06-01
#1479,2026-06-16 11:34:42+00:00,,3950.0,CUST-0419,Karachi,False,Karachi,2026-06-16,2026-06-01
#1480,2026-06-16 14:49:03+00:00,,2789.12,CUST-0420,Hyderabad,False,Hyderabad,2026-06-16,2026-06-01
#1481,2026-06-16 15:10:16+00:00,,3150.0,CUST-0421,Gojra,False,Other,2026-06-16,2026-06-01
#1482,2026-06-16 15:11:43+00:00,,6999.0,CUST-0422,Lahore,False,Lahore,2026-06-16,2026-06-01
#1483,2026-06-16 16:59:34+00:00,,1650.0,CUST-0423,Karachi,False,Karachi,2026-06-16,2026-06-01
#1484,2026-06-16 17:12:48+00:00,2026-06-17T09:43:38Z,13229.12,CUST-0424,Lahore,True,Lahore,2026-06-16,2026-06-01
#1485,2026-06-16 17:18:41+00:00,,12424.12,CUST-0424,Lahore,False,Lahore,2026-06-16,2026-06-01
#1486,2026-06-16 17:38:46+00:00,,3145.0,CUST-0425,Rawalpindi,False,Rawalpindi,2026-06-16,2026-06-01
#1487,2026-06-16 19:03:20+00:00,,3649.0,CUST-0426,Rawalpindi,False,Rawalpindi,2026-06-16,2026-06-01
#1488,2026-06-16 19:39:26+00:00,,3145.0,CUST-0427,Karachi,False,Karachi,2026-06-16,2026-06-01
#1489,2026-06-16 19:41:19+00:00,,3650.0,CUST-0428,Gujranwala,False,Gujranwala,2026-06-16,2026-06-01
#1490,2026-06-16 20:44:41+00:00,,3950.0,CUST-0429,Karachi,False,Karachi,2026-06-16,2026-06-01
#1491,2026-06-16 21:39:15+00:00,,5634.12,CUST-0430,Larkana,False,Other,2026-06-16,2026-06-01
#1492,2026-06-16 22:19:03+00:00,,3145.0,CUST-0431,Islamabad,False,Islamabad,2026-06-16,2026-06-01
#1493,2026-06-17 04:49:41+00:00,,3650.0,CUST-0432,Lahore,False,Lahore,2026-06-17,2026-06-01
#1494,2026-06-17 05:08:51+00:00,,5400.0,CUST-0433,Nowshera,False,Other,2026-06-17,2026-06-01
#1495,2026-06-17 08:33:29+00:00,,3145.0,CUST-0278,Okara,False,Other,2026-06-17,2026-06-01
#1496,2026-06-17 09:40:00+00:00,,3650.0,CUST-0434,Lahore,False,Lahore,2026-06-17,2026-06-01
#1497,2026-06-17 11:54:27+00:00,,3145.0,CUST-0435,Wah Cantt,False,Other,2026-06-17,2026-06-01
#1498,2026-06-17 13:42:52+00:00,,3950.0,CUST-0436,Lahore,False,Lahore,2026-06-17,2026-06-01
#1499,2026-06-17 14:12:21+00:00,,7299.0,CUST-0437,Sargodha,False,Other,2026-06-17,2026-06-01
#1500,2026-06-17 15:47:37+00:00,,3650.0,CUST-0438,Islamabad,False,Islamabad,2026-06-17,2026-06-01
#1501,2026-06-17 21:06:03+00:00,,1650.0,CUST-0439,Dera Ghazi Khan,False,Other,2026-06-17,2026-06-01
#1502,2026-06-18 05:52:23+00:00,,6439.12,CUST-0440,Islamabad,False,Islamabad,2026-06-18,2026-06-01
#1503,2026-06-18 06:42:26+00:00,,1650.0,CUST-0441,Lahore,False,Lahore,2026-06-18,2026-06-01
#1504,2026-06-18 08:09:00+00:00,,3145.0,CUST-0442,Faisalabad,False,Faisalabad,2026-06-18,2026-06-01
#1505,2026-06-18 11:49:19+00:00,,1650.0,CUST-0443,Nowshera,False,Other,2026-06-18,2026-06-01
#1506,2026-06-18 12:05:14+00:00,,3949.05,CUST-0444,Karachi,False,Karachi,2026-06-18,2026-06-01
#1507,2026-06-18 14:14:56+00:00,,3950.0,CUST-0445,Multan,False,Multan,2026-06-18,2026-06-01
#1508,2026-06-18 14:44:28+00:00,,9499.12,CUST-0446,Lahore,False,Lahore,2026-06-18,2026-06-01
#1509,2026-06-18 15:34:02+00:00,,3649.0,CUST-0447,Karachi,False,Karachi,2026-06-18,2026-06-01
#1510,2026-06-18 16:27:18+00:00,,5299.05,CUST-0448,Karachi,False,Karachi,2026-06-18,2026-06-01
#1511,2026-06-18 17:02:22+00:00,,2525.21,CUST-0449,Karachi,False,Karachi,2026-06-18,2026-06-01
#1512,2026-06-18 18:11:14+00:00,,3145.0,CUST-0450,Matli,False,Other,2026-06-18,2026-06-01
#1513,2026-06-18 18:41:20+00:00,,3100.0,CUST-0451,Karachi,False,Karachi,2026-06-18,2026-06-01
#1514,2026-06-18 19:50:43+00:00,,3145.0,CUST-0452,Karachi,False,Karachi,2026-06-18,2026-06-01
#1515,2026-06-18 19:55:33+00:00,,1600.0,CUST-0405,Karachi,False,Karachi,2026-06-18,2026-06-01
#1516,2026-06-18 20:36:32+00:00,,3649.0,CUST-0453,Hafizabad,False,Other,2026-06-18,2026-06-01
#1517,2026-06-18 23:05:10+00:00,,3649.0,CUST-0297,Islamabad,False,Islamabad,2026-06-18,2026-06-01
#1518,2026-06-19 08:01:25+00:00,,5985.0,CUST-0454,Karachi,False,Karachi,2026-06-19,2026-06-01
#1519,2026-06-19 11:29:19+00:00,,3949.05,CUST-0455,Sadiqabad,False,Other,2026-06-19,2026-06-01
#1520,2026-06-19 15:28:16+00:00,,3650.0,CUST-0456,Lahore,False,Lahore,2026-06-19,2026-06-01
#1521,2026-06-19 17:29:06+00:00,,3950.0,CUST-0457,Hyderabad,False,Hyderabad,2026-06-19,2026-06-01
#1522,2026-06-19 21:24:14+00:00,,3650.0,CUST-0458,Lahore,False,Lahore,2026-06-19,2026-06-01
#1523,2026-06-20 02:13:29+00:00,,3800.0,CUST-0101,Sialkot,False,Sialkot,2026-06-20,2026-06-01
#1524,2026-06-20 05:36:39+00:00,2026-06-20T10:05:44Z,3950.0,CUST-0459,Rawalpindi,True,Rawalpindi,2026-06-20,2026-06-01
#1525,2026-06-20 11:47:57+00:00,,3950.0,CUST-0199,Lahore,False,Lahore,2026-06-20,2026-06-01
#1526,2026-06-20 17:40:41+00:00,,3145.0,CUST-0460,Rawalpindi,False,Rawalpindi,2026-06-20,2026-06-01
#1527,2026-06-20 17:55:24+00:00,,3649.0,CUST-0446,Lahore,False,Lahore,2026-06-20,2026-06-01
#1528,2026-06-20 18:41:48+00:00,,1650.0,CUST-0461,Karachi,False,Karachi,2026-06-20,2026-06-01
#1529,2026-06-21 06:04:26+00:00,,3140.0,CUST-0462,Lahore,False,Lahore,2026-06-21,2026-06-01
#1530,2026-06-21 10:00:50+00:00,,3650.0,CUST-0463,Karachi,False,Karachi,2026-06-21,2026-06-01
#1531,2026-06-21 11:10:00+00:00,,3950.0,CUST-0464,Karachi,False,Karachi,2026-06-21,2026-06-01
#1532,2026-06-21 11:26:27+00:00,,3950.0,CUST-0465,Multan,False,Multan,2026-06-21,2026-06-01
#1533,2026-06-21 13:21:16+00:00,,3950.0,CUST-0072,Rawalpindi,False,Rawalpindi,2026-06-21,2026-06-01
#1534,2026-06-21 13:36:42+00:00,,3950.0,CUST-0093,Karachi,False,Karachi,2026-06-21,2026-06-01
#1535,2026-06-21 13:54:38+00:00,,3649.0,CUST-0396,Lahore,False,Lahore,2026-06-21,2026-06-01
#1536,2026-06-21 15:10:40+00:00,,10.0,CUST-0466,Karachi,False,Karachi,2026-06-21,2026-06-01
#1537,2026-06-21 17:06:57+00:00,,3749.1,CUST-0467,Karachi,False,Karachi,2026-06-21,2026-06-01
#1538,2026-06-21 17:52:37+00:00,,2789.12,CUST-0468,Lahore,False,Lahore,2026-06-21,2026-06-01
#1539,2026-06-21 17:58:37+00:00,,3950.0,CUST-0469,Lahore,False,Lahore,2026-06-21,2026-06-01
#1540,2026-06-21 17:59:09+00:00,,3649.0,CUST-0470,Chishtian,False,Other,2026-06-21,2026-06-01
#1541,2026-06-21 19:05:37+00:00,,4999.0,CUST-0471,Karachi,False,Karachi,2026-06-21,2026-06-01
#1542,2026-06-21 19:43:15+00:00,,3949.05,CUST-0472,Lahore,False,Lahore,2026-06-21,2026-06-01
#1543,2026-06-21 20:39:51+00:00,,3649.0,CUST-0473,Faisalabad,False,Faisalabad,2026-06-21,2026-06-01
#1544,2026-06-21 21:00:53+00:00,,3949.05,CUST-0474,Rawalpindi,False,Rawalpindi,2026-06-21,2026-06-01
#1545,2026-06-21 23:51:56+00:00,,3949.05,CUST-0475,Karachi,False,Karachi,2026-06-21,2026-06-01
#1546,2026-06-22 09:24:54+00:00,,3950.0,CUST-0476,Rawalpindi,False,Rawalpindi,2026-06-22,2026-06-01
#1547,2026-06-22 09:29:44+00:00,,3749.1,CUST-0477,Lahore,False,Lahore,2026-06-22,2026-06-01
#1548,2026-06-22 10:39:52+00:00,,3949.05,CUST-0478,Sialkot,False,Sialkot,2026-06-22,2026-06-01
#1549,2026-06-22 14:44:25+00:00,,3145.0,CUST-0479,Karachi,False,Karachi,2026-06-22,2026-06-01
#1550,2026-06-22 15:43:00+00:00,,6144.0,CUST-0480,Islamabad,False,Islamabad,2026-06-22,2026-06-01
#1551,2026-06-22 15:44:32+00:00,2026-06-23T14:51:30Z,2789.12,CUST-0480,Islamabad,True,Islamabad,2026-06-22,2026-06-01
#1552,2026-06-22 16:48:40+00:00,,4999.0,CUST-0481,Peshawar,False,Peshawar,2026-06-22,2026-06-01
#1553,2026-06-22 17:02:53+00:00,,3650.0,CUST-0482,Lahore,False,Lahore,2026-06-22,2026-06-01
#1554,2026-06-22 21:07:09+00:00,,3749.1,CUST-0483,Faisalabad,False,Faisalabad,2026-06-22,2026-06-01
#1555,2026-06-23 01:36:44+00:00,,6138.12,CUST-0484,Rawalpindi,False,Rawalpindi,2026-06-23,2026-06-01
#1556,2026-06-23 08:15:15+00:00,,1650.0,CUST-0485,Narowal,False,Other,2026-06-23,2026-06-01
#1557,2026-06-23 09:08:09+00:00,,3649.0,CUST-0486,Lahore,False,Lahore,2026-06-23,2026-06-01
#1558,2026-06-23 09:35:16+00:00,,3950.0,CUST-0487,Rawalpindi,False,Rawalpindi,2026-06-23,2026-06-01
#1559,2026-06-23 14:05:11+00:00,,3145.0,CUST-0072,Rawalpindi,False,Rawalpindi,2026-06-23,2026-06-01
#1560,2026-06-23 14:09:54+00:00,,3145.0,CUST-0488,Karachi,False,Karachi,2026-06-23,2026-06-01
#1561,2026-06-23 15:06:54+00:00,,225.0,CUST-0489,Rawalpindi,False,Rawalpindi,2026-06-23,2026-06-01
#1562,2026-06-23 15:17:29+00:00,,5300.0,CUST-0490,Karachi,False,Karachi,2026-06-23,2026-06-01
#1563,2026-06-23 15:57:03+00:00,,3649.0,CUST-0491,Bahawalpur,False,Other,2026-06-23,2026-06-01
#1564,2026-06-23 15:58:14+00:00,,3950.0,CUST-0492,Lahore,False,Lahore,2026-06-23,2026-06-01
#1565,2026-06-23 16:43:10+00:00,,9261.0,CUST-0493,Karachi,False,Karachi,2026-06-23,2026-06-01
#1566,2026-06-23 17:08:40+00:00,,9434.12,CUST-0494,Lahore,False,Lahore,2026-06-23,2026-06-01
#1567,2026-06-23 17:45:38+00:00,,3200.0,CUST-0495,Islamabad,False,Islamabad,2026-06-23,2026-06-01
#1568,2026-06-23 18:16:04+00:00,,5985.0,CUST-0496,Islamabad,False,Islamabad,2026-06-23,2026-06-01
#1569,2026-06-23 18:30:17+00:00,,3950.0,CUST-0497,Karachi,False,Karachi,2026-06-23,2026-06-01
#1570,2026-06-23 20:02:46+00:00,,3949.05,CUST-0406,Islamabad,False,Islamabad,2026-06-23,2026-06-01
#1571,2026-06-24 02:20:56+00:00,,2789.12,CUST-0498,Sukkur,False,Other,2026-06-24,2026-06-01
#1572,2026-06-24 08:11:45+00:00,,3950.0,CUST-0499,Rawalpindi,False,Rawalpindi,2026-06-24,2026-06-01
#1573,2026-06-24 15:10:01+00:00,,1455.0,CUST-0472,Lahore,False,Lahore,2026-06-24,2026-06-01
#1574,2026-06-24 19:06:40+00:00,,3749.1,CUST-0500,Islamabad,False,Islamabad,2026-06-24,2026-06-01
#1575,2026-06-24 22:05:27+00:00,,3950.0,CUST-0501,Hyderabad,False,Hyderabad,2026-06-24,2026-06-01
#1576,2026-06-25 08:06:04+00:00,,3950.0,CUST-0003,Lahore,False,Lahore,2026-06-25,2026-06-01
#1577,2026-06-25 09:47:16+00:00,,3749.1,CUST-0502,Islamabad,False,Islamabad,2026-06-25,2026-06-01
#1578,2026-06-25 10:41:15+00:00,,3145.0,CUST-0503,Islamabad,False,Islamabad,2026-06-25,2026-06-01
#1579,2026-06-25 17:00:32+00:00,,3650.0,CUST-0504,Taxila,False,Other,2026-06-25,2026-06-01
#1580,2026-06-26 00:01:22+00:00,,3145.0,CUST-0355,Lahore,False,Lahore,2026-06-26,2026-06-01
#1581,2026-06-26 00:53:34+00:00,,3649.0,CUST-0505,Lahore,False,Lahore,2026-06-26,2026-06-01
#1582,2026-06-26 03:23:40+00:00,,5985.0,CUST-0506,Rahim Yar Khan,False,Other,2026-06-26,2026-06-01
#1583,2026-06-26 05:41:37+00:00,,3650.0,CUST-0507,Lahore,False,Lahore,2026-06-26,2026-06-01
#1584,2026-06-26 09:44:10+00:00,,3650.0,CUST-0458,Lahore,False,Lahore,2026-06-26,2026-06-01
#1585,2026-06-26 19:48:19+00:00,,3649.0,CUST-0508,Karachi,False,Karachi,2026-06-26,2026-06-01
#1586,2026-06-26 20:39:32+00:00,,4140.0,CUST-0509,Gujrat,False,Other,2026-06-26,2026-06-01
#1587,2026-06-26 21:46:33+00:00,,3950.0,CUST-0510,Lahore,False,Lahore,2026-06-26,2026-06-01
#1588,2026-06-27 00:40:46+00:00,,3145.0,CUST-0511,Karachi,False,Karachi,2026-06-27,2026-06-01
#1589,2026-06-27 12:01:22+00:00,,4140.0,CUST-0512,Sialkot,False,Sialkot,2026-06-27,2026-06-01
#1590,2026-06-27 12:46:52+00:00,,3930.0,CUST-0478,Sialkot,False,Sialkot,2026-06-27,2026-06-01
#1591,2026-06-27 12:55:45+00:00,,3145.0,CUST-0513,Rawalpindi,False,Rawalpindi,2026-06-27,2026-06-01
#1592,2026-06-27 13:03:51+00:00,,3140.0,CUST-0496,Islamabad,False,Islamabad,2026-06-27,2026-06-01
#1593,2026-06-27 13:52:05+00:00,,1600.0,CUST-0514,Lahore,False,Lahore,2026-06-27,2026-06-01
